region_hydro_ope,periode,esp_nom_commun,esp_nom_commun_nb
F,1997,"Loche franche, Vairon, Chabot, Goujon, Blageon, Vandoise, Barbeau fluviatile, Chevaine, Truite de riviere, Epinoche, Lamproie de planer, Brochet, Perche, Gardon, Anguille d'Europe, Brème commune, Gremille, Ablette, Bouvière, Brème bordelière, Hotu, Tanche, Spirlin, Rotengle, Perche soleil, Lote de rivière, Sandre, Ombre commun, Epinochette, Loche de rivière, Carassin, Poisson chat, Able de Heckel, Toxostome, Carpe miroir, Carpe commune, Truite arc-en-ciel, Carrassin doré, Black bass à grande bouche",39
F,1999,"Loche franche, Vairon, Chabot, Goujon, Blageon, Truite de riviere, Vandoise, Chevaine, Epinoche, Barbeau fluviatile, Lamproie de planer, Truite arc-en-ciel, Gardon, Ablette, Spirlin, Bouvière, Perche, Brochet, Anguille d'Europe, Perche soleil, Brème bordelière, Rotengle, Gremille, Tanche, Ombre commun, Brème commune, Loche de rivière, Hotu, Lote de rivière, Epinochette, Pseudorasbora, Carpe commune, Able de Heckel, Saumon de fontaine, Poisson chat, Carassin, Sandre, Cyprinidés, Carpe cuir, Carrassin doré, Black bass à grande bouche, Carpe miroir",42
F,2001,"Loche franche, Vairon, Chabot, Goujon, Truite de riviere, Chevaine, Barbeau fluviatile, Blageon, Ombre commun, Gardon, Brochet, Lamproie de planer, Epinoche, Vandoise, Truite arc-en-ciel, Ablette, Spirlin, Perche, Bouvière, Anguille d'Europe, Perche soleil, Gremille, Loche de rivière, Brème commune, Brème bordelière, Tanche, Lote de rivière, Rotengle, Hotu, Epinochette, Carassin, Sandre, Able de Heckel, Silure glane, Carpe commune, Poisson chat, Carpe miroir, Carpe cuir, Carrassin doré, Pseudorasbora",40
F,2003,"Vairon, Blageon, Loche franche, Chevaine, Barbeau fluviatile, Vandoise, Goujon, Gardon, Lamproie de planer, Chabot, Truite de riviere, Ombre commun, Epinoche, Perche, Brème commune, Gremille, Spirlin, Ablette, Bouvière, Brochet, Anguille d'Europe, Brème bordelière, Hotu, Lote de rivière, Loche de rivière, Able de Heckel, Rotengle, Lamproie indéterminée (genre Lampetra), Tanche, Epinochette, Perche soleil, Carpe miroir, Sandre, Silure glane, Pseudorasbora, Carassin, Truite arc-en-ciel, Poisson chat, Carpe commune, Saumon de fontaine",40
F,2005,"Vairon, Chevaine, Loche franche, Truite de riviere, Chabot, Epinoche, Lamproie de planer, Brochet, Goujon, Blageon, Barbeau fluviatile, Vandoise, Gremille, Gardon, Perche, Ombre commun, Truite arc-en-ciel, Ablette, Epinochette, Bouvière, Spirlin, Anguille d'Europe, Hotu, Brème commune, Brème bordelière, Loche de rivière, Silure glane, Tanche, Perche soleil, Rotengle, Lamproie indéterminée (genre Lampetra), Pseudorasbora, Lote de rivière, Carassin, Sandre, Able de Heckel, Carpe commune, Carpe miroir, Poisson chat, Cyprinidés, Carrassin doré, Carassin argente",42
F,2007,"Vairon, Chabot, Chevaine, Loche franche, Lamproie de planer, Truite de riviere, Epinoche, Goujon, Tanche, Brochet, Blageon, Barbeau fluviatile, Gremille, Spirlin, Vandoise, Perche, Ombre commun, Epinochette, Gardon, Ablette, Anguille d'Europe, Hotu, Brème bordelière, Bouvière, Perche soleil, Rotengle, Loche de rivière, Lamproie indéterminée (genre Lampetra), Silure glane, Brème commune, Sandre, Pseudorasbora, Lote de rivière, Carpe miroir, Carpe commune, Carassin, Truite arc-en-ciel, Poisson chat, Carpe cuir, Able de Heckel, Ide melanote, Cyprinidés, Carpe agentée",43
F,2009,"Vairon, Chabot, Chevaine, Ombre commun, Truite de riviere, Loche franche, Barbeau fluviatile, Vandoise, Goujon, Epinoche, Blageon, Lamproie de planer, Gremille, Brochet, Epinochette, Gardon, Hotu, Anguille d'Europe, Perche, Ablette, Spirlin, Brème bordelière, Rotengle, Brème commune, Bouvière, Tanche, Perche soleil, Silure glane, Loche de rivière, Poisson chat, Truite arc-en-ciel, Carassin, Carpe commune, Pseudorasbora, Lote de rivière, Sandre, Carpe miroir, Cyprinidés, Carpe cuir, Able de Heckel, Hybride brème-gardon, Ide melanote, Carassin argente",43
F,2011,"Chabot, Barbeau fluviatile, Blageon, Vairon, Loche franche, Chevaine, Gremille, Goujon, Ombre commun, Truite de riviere, Vandoise, Lamproie de planer, Truite arc-en-ciel, Epinochette, Spirlin, Gardon, Perche, Hotu, Ablette, Epinoche, Brochet, Tanche, Bouvière, Anguille d'Europe, Perche soleil, Brème bordelière, Silure glane, Loche de rivière, Saumon de fontaine, Rotengle, Brème commune, Lote de rivière, Pseudorasbora, Able de Heckel, Cyprinidés, Carpe miroir, Sandre, Carassin, Hybride brème-gardon, Ide melanote, Carpe commune, Carassin argente",42
F,2013,"Vairon, Loche franche, Chevaine, Chabot, Epinoche, Gardon, Truite de riviere, Lamproie indéterminée (genre Lampetra), Brochet, Barbeau fluviatile, Goujon, Blageon, Gremille, Ombre commun, Epinochette, Lamproie de planer, Vandoise, Anguille d'Europe, Truite arc-en-ciel, Hotu, Ablette, Perche, Spirlin, Carpe miroir, Perche soleil, Bouvière, Loche de rivière, Rotengle, Brème bordelière, Brème commune, Pseudorasbora, Tanche, Silure glane, Sandre, Saumon de fontaine, Lote de rivière, Able de Heckel, Poisson chat, Cyprinidés, Carassin argente, Hybride brème-gardon, Carpe commune, Carassin, Ide melanote",44
F,2015,"Vairon, Chabot, Loche franche, Chevaine, Truite de riviere, Lamproie de planer, Gardon, Brochet, Blageon, Barbeau fluviatile, Goujon, Gremille, Ombre commun, Vandoise, Epinochette, Spirlin, Truite arc-en-ciel, Ablette, Hotu, Anguille d'Europe, Brème commune, Perche, Perche soleil, Bouvière, Tanche, Rotengle, Epinoche, Carassin argente, Silure glane, Brème bordelière, Loche de rivière, Brème indéterminée, Sandre, Cyprinidés, Pseudorasbora, Able de Heckel, Lote de rivière, Carrassin doré, Lamproie indéterminée (genre Lampetra), Carpe commune, Ide melanote, Poisson chat, Carpe miroir",43
F,2017,"Vairon, Chabot, Loche franche, Chevaine, Truite de riviere, Brochet, Epinoche, Lamproie de planer, Blageon, Barbeau fluviatile, Goujon, Gremille, Ombre commun, Epinochette, Spirlin, Perche soleil, Vandoise, Gardon, Ablette, Perche, Anguille d'Europe, Rotengle, Tanche, Hotu, Bouvière, Silure glane, Brème bordelière, Cyprinidés, Carpe miroir, Carpe commune, Pseudorasbora, Loche de rivière, Carassin, Truite arc-en-ciel, Brème commune, Saumon de fontaine, Brème indéterminée, Lote de rivière, Poisson chat, Able de Heckel, Carassin argente, Sandre, Ide melanote, Carpe cuir",44
F,2019,"Vairon, Chevaine, Chabot, Loche franche, Goujon, Truite de riviere, Brochet, Lamproie de planer, Gardon, Barbeau fluviatile, Blageon, Vandoise, Gremille, Cyprinidés, Ombre commun, Spirlin, Epinochette, Perche soleil, Truite arc-en-ciel, Hotu, Ablette, Perche, Epinoche, Anguille d'Europe, Tanche, Brème bordelière, Bouvière, Loche de rivière, Brème commune, Silure glane, Rotengle, Lamproie indéterminée (genre Lampetra), Carpe commune, Pseudorasbora, Carpe miroir, Carassin argente, Brème indéterminée, Saumon de fontaine, Sandre, Lote de rivière, Poisson chat, Able de Heckel, Ide melanote, Carpe cuir, Gobie demi-lune",45
G,1995,"Chabot, Truite de riviere, Anguille d'Europe, Epinochette, Gardon, Lamproie de planer, Vairon, Loche franche, Epinoche, Truite arc-en-ciel, Flet commun, Lamproie de rivière",12
G,1997,"Chabot, Truite de riviere, Anguille d'Europe, Lamproie de planer, Epinochette, Loche franche, Flet commun, Epinoche, Lamproie de rivière",9
G,1999,"Chabot, Truite de riviere, Anguille d'Europe, Lamproie de planer, Epinochette, Truite arc-en-ciel, Loche franche, Vairon, Gardon, Saumon atlantique, Truite de mer, Epinoche, Flet commun, Lamproie de rivière",14
G,2001,"Chabot, Truite de riviere, Anguille d'Europe, Epinochette, Loche franche, Vairon, Lamproie de planer, Gardon, Saumon atlantique, Saumon de fontaine, Flet commun, Epinoche, Perche",13
G,2003,"Chabot, Truite de riviere, Lamproie de planer, Anguille d'Europe, Epinochette, Saumon atlantique, Loche franche, Epinoche, Flet commun, Truite de mer",10
G,2005,"Chabot, Truite de riviere, Epinochette, Anguille d'Europe, Lamproie de planer, Loche franche, Saumon atlantique, Flet commun",8
G,2007,"Chabot, Truite de riviere, Epinochette, Anguille d'Europe, Lamproie de planer, Loche franche, Saumon atlantique, Epinoche, Vairon, Flet commun, Lamproie indéterminée (genre Lampetra), Gardon, Truite de mer",13
G,2009,"Chabot, Truite de riviere, Anguille d'Europe, Epinochette, Loche franche, Vairon, Epinoche, Lamproie de planer, Gardon, Saumon atlantique, Chevaine, Goujon, Lamproie indéterminée (genre Lampetra), Lamproie de rivière, Flet commun",15
G,2011,"Chabot, Truite de riviere, Anguille d'Europe, Lamproie indéterminée (genre Lampetra), Lamproie de planer, Epinoche, Saumon atlantique, Loche franche, Vairon, Chevaine, Lamproie de rivière, Goujon, Epinochette, Flet commun, Gardon, Truite de mer, Perche",17
G,2013,"Chabot, Truite de riviere, Lamproie de planer, Epinochette, Anguille d'Europe, Gardon, Lamproie indéterminée (genre Lampetra), Loche franche, Vairon, Chevaine, Saumon atlantique, Flet commun, Epinoche, Perche, Truite de mer",15
G,2015,"Chabot, Lamproie indéterminée (genre Lampetra), Truite de riviere, Anguille d'Europe, Vairon, Lamproie de rivière, Chevaine, Epinochette, Lamproie de planer, Epinoche, Flet commun, Truite de mer",12
G,2017,"Chabot, Lamproie de planer, Lamproie indéterminée (genre Lampetra), Truite de riviere, Anguille d'Europe, Loche franche, Vairon, Epinoche, Saumon atlantique, Chevaine, Goujon, Truite de mer, Epinochette, Lamproie de rivière, Flet commun, Carpe commune, Rotengle, Perche",18
G,2019,"Chabot, Truite de riviere, Lamproie de planer, Lamproie indéterminée (genre Lampetra), Anguille d'Europe, Epinochette, Vairon, Loche franche, Saumon atlantique, Epinoche, Lamproie de rivière, Cyprinidés, Chevaine, Flet commun, Truite de mer, Tanche, Brochet, Perche",18
H,1991,"Gardon, Anguille d'Europe, Brème commune, Ablette, Rotengle, Vandoise, Goujon, Chabot, Barbeau fluviatile, Chevaine, Vairon, Loche franche, Lote de rivière, Perche, Loche de rivière, Brochet, Truite de riviere",17
H,1993,"Gardon, Anguille d'Europe, Goujon, Rotengle, Perche, Loche franche, Chevaine, Barbeau fluviatile, Vandoise, Vairon, Chabot, Ablette, Hotu, Brochet, Spirlin, Bouvière, Truite de riviere, Lamproie de planer, Epinoche, Tanche, Gremille, Epinochette, Able de Heckel",23
H,1995,"Gardon, Perche, Anguille d'Europe, Rotengle, Brème commune, Tanche, Ablette, Goujon, Sandre, Lote de rivière, Chevaine, Brochet, Hotu, Chabot, Poisson chat, Loche franche, Epinochette, Vairon, Vandoise, Barbeau fluviatile, Carpe miroir, Loche de rivière, Epinoche, Bouvière, Brème bordelière, Spirlin, Gremille, Truite de riviere, Lamproie de planer, Truite arc-en-ciel, Carpe commune",31
H,1997,"Gardon, Anguille d'Europe, Perche, Carpe commune, Cyprinidés, Hotu, Poisson chat, Goujon, Rotengle, Tanche, Ablette, Brème commune, Chevaine, Truite de riviere, Chabot, Perche soleil, Brochet, Lote de rivière, Sandre, Loche franche, Vandoise, Truite arc-en-ciel, Brème bordelière, Carpe miroir, Able de Heckel, Epinochette, Vairon, Bouvière, Epinoche, Barbeau fluviatile, Spirlin, Gremille, Lamproie de planer, Loche de rivière, Carpe cuir, Gobie de sable",36
H,1999,"Gardon, Ablette, Brème bordelière, Goujon, Brème commune, Chevaine, Anguille d'Europe, Rotengle, Tanche, Carpe commune, Perche, Perche soleil, Vandoise, Brochet, Hotu, Chabot, Epinoche, Sandre, Lote de rivière, Epinochette, Loche franche, Bouvière, Able de Heckel, Truite arc-en-ciel, Vairon, Truite de riviere, Lamproie de planer, Barbeau fluviatile, Spirlin, Gremille, Carassin, Loche de rivière, Carpe miroir, Flet commun, Mulet porc, Bar, Ombre commun",37
H,2001,"Gardon, Anguille d'Europe, Brème bordelière, Chevaine, Rotengle, Epinoche, Ablette, Gremille, Sandre, Brème commune, Brochet, Perche, Carpe commune, Truite de riviere, Perche soleil, Lote de rivière, Goujon, Tanche, Hotu, Loche de rivière, Epinochette, Lamproie de planer, Bouvière, Chabot, Saumon de fontaine, Vairon, Loche franche, Truite arc-en-ciel, Able de Heckel, Spirlin, Vandoise, Barbeau fluviatile, Carrassin doré, Mulet porc, Ombre commun",35
H,2003,"Gardon, Goujon, Anguille d'Europe, Chevaine, Brème commune, Ablette, Perche, Tanche, Rotengle, Chabot, Lote de rivière, Sandre, Truite de riviere, Brème bordelière, Perche soleil, Hotu, Carpe miroir, Brochet, Bouvière, Vandoise, Loche franche, Vairon, Epinochette, Truite arc-en-ciel, Lamproie de planer, Spirlin, Barbeau fluviatile, Loche de rivière, Epinoche, Gremille, Silure glane, Lamproie indéterminée (genre Lampetra), Carassin, Carpe commune, Carrassin doré, Mulet à grosses levres, Ombre commun",37
H,2005,"Gardon, Anguille d'Europe, Ablette, Goujon, Chevaine, Perche soleil, Carassin, Perche, Gremille, Brème commune, Carpe commune, Vandoise, Rotengle, Truite de riviere, Chabot, Lamproie de planer, Vairon, Loche franche, Epinochette, Epinoche, Brochet, Barbeau fluviatile, Hotu, Sandre, Lote de rivière, Bouvière, Loche de rivière, Silure glane, Tanche, Brème bordelière, Truite arc-en-ciel, Spirlin, Carpe miroir, Cyprinidés, Mulet porc, Gobie de sable, Flet commun, Ombre commun",38
H,2007,"Gardon, Anguille d'Europe, Goujon, Perche, Chevaine, Perche soleil, Ablette, Brème commune, Vandoise, Sandre, Gremille, Hotu, Loche franche, Bouvière, Silure glane, Chabot, Truite de riviere, Lamproie de planer, Vairon, Brème bordelière, Rotengle, Brochet, Tanche, Barbeau fluviatile, Epinochette, Carassin, Carpe commune, Epinoche, Lote de rivière, Able de Heckel, Truite arc-en-ciel, Tête de boule, Spirlin, Loche de rivière, Pseudorasbora, Ombre commun, Carassin argente, Lamproie indéterminée (genre Lampetra), Carpe miroir, Flet commun, Carrassin doré",41
H,2009,"Anguille d'Europe, Gardon, Perche, Goujon, Sandre, Loche franche, Chabot, Ablette, Carpe commune, Tanche, Chevaine, Brème commune, Perche soleil, Rotengle, Vairon, Truite de riviere, Ombre commun, Vandoise, Lamproie de planer, Bouvière, Barbeau fluviatile, Hotu, Brochet, Brème bordelière, Silure glane, Lote de rivière, Epinochette, Gremille, Epinoche, Poisson chat, Truite arc-en-ciel, Pseudorasbora, Spirlin, Carassin, Able de Heckel, Ide melanote, Lamproie indéterminée (genre Lampetra), Carpe agentée, Flet commun",39
H,2011,"Gardon, Perche, Anguille d'Europe, Goujon, Sandre, Hotu, Chabot, Ablette, Chevaine, Cyprinidés, Perche soleil, Brème commune, Carpe commune, Tanche, Silure glane, Ide melanote, Rotengle, Vairon, Truite de riviere, Loche franche, Lamproie de planer, Ombre commun, Epinoche, Vandoise, Bouvière, Barbeau fluviatile, Spirlin, Brochet, Gremille, Carpe miroir, Brème bordelière, Epinochette, Carassin, Truite arc-en-ciel, Lote de rivière, Poisson chat, Loche de rivière, Carpe cuir, Lamproie indéterminée (genre Lampetra), Able de Heckel, Carassin argente, L'Amour blanc, Flet commun",43
H,2013,"Gardon, Anguille d'Europe, Chevaine, Chabot, Brème commune, Rotengle, Perche, Sandre, Ablette, Carpe commune, Gremille, Brème bordelière, Goujon, Barbeau fluviatile, Vandoise, Truite de riviere, Lamproie de planer, Vairon, Loche franche, Ombre commun, Epinoche, Truite arc-en-ciel, Bouvière, Spirlin, Hotu, Brochet, Tanche, Silure glane, Perche soleil, Epinochette, Carpe miroir, Ide melanote, Loche de rivière, Able de Heckel, Lote de rivière, Brème indéterminée, Carassin argente, Lamproie indéterminée (genre Lampetra), Carassin, Truite de mer, Cyprinidés",41
H,2015,"Chevaine, Perche, Goujon, Gardon, Anguille d'Europe, Chabot, Vandoise, Bouvière, Silure glane, Loche franche, Gremille, Carassin argente, Rotengle, Brème indéterminée, Ablette, Tanche, Perche soleil, Brème commune, Truite de riviere, Vairon, Lamproie de planer, Ombre commun, Epinoche, Hotu, Barbeau fluviatile, Spirlin, Lote de rivière, Cyprinidés, Brochet, Brème bordelière, Ide melanote, Loche de rivière, Epinochette, Truite arc-en-ciel, Sandre, Pseudorasbora, Carpe miroir, Carassin, Carrassin doré, Lamproie indéterminée (genre Lampetra), Carpe commune, Lamproie de rivière, Truite de mer, Flet commun",44
H,2017,"Perche, Anguille d'Europe, Gardon, Perche soleil, Brème indéterminée, Ide melanote, Chevaine, Goujon, Rotengle, Tanche, Gremille, Vandoise, Silure glane, Chabot, Barbeau fluviatile, Brème commune, Sandre, Brochet, Truite de riviere, Lamproie de planer, Loche franche, Vairon, Ombre commun, Lamproie indéterminée (genre Lampetra), Epinoche, Hotu, Bouvière, Spirlin, Ablette, Loche de rivière, Epinochette, Truite arc-en-ciel, Lote de rivière, Pseudorasbora, Carpe miroir, Brème bordelière, Carassin argente, Carpe commune, Carassin, Cyprinidés, Lamproie de rivière, Gobie à tache noire, Gobie de sable, Saumon atlantique, Truite de mer, Flet commun",46
H,2019,"Gardon, Chevaine, Goujon, Perche, Ablette, Rotengle, Brème bordelière, Anguille d'Europe, Hotu, Ide melanote, Bouvière, Chabot, Barbeau fluviatile, Tanche, Silure glane, Carpe commune, Vandoise, Brème indéterminée, Gremille, Perche soleil, Truite de riviere, Lamproie de planer, Lamproie indéterminée (genre Lampetra), Vairon, Loche franche, Ombre commun, Epinoche, Spirlin, Carassin, Brochet, Loche de rivière, Pseudorasbora, Lote de rivière, Epinochette, Truite arc-en-ciel, Gobie à tache noire, Able de Heckel, Carassin argente, Brème commune, Carpe koï, Carpe miroir, Aspe, Cyprinidés, Truite de mer, Flet commun",45
I,1991,"Chabot, Truite de riviere, Anguille d'Europe, Vairon, Loche franche, Lamproie de planer, Truite de mer, Saumon atlantique, Epinochette, Chevaine, Gardon, Goujon, Vandoise, Truite arc-en-ciel, Perche, Epinoche, Lamproie de rivière, Lamproie marine",18
I,1993,"Chabot, Vairon, Anguille d'Europe, Truite de riviere, Lamproie de planer, Loche franche, Chevaine, Truite de mer, Goujon, Vandoise, Truite arc-en-ciel, Gardon, Saumon atlantique, Perche, Brème commune, Ablette, Epinochette, Brochet",18
I,1995,"Anguille d'Europe, Chabot, Truite de riviere, Lamproie de planer, Vairon, Loche franche, Truite de mer, Chevaine, Gardon, Vandoise, Goujon, Truite arc-en-ciel, Perche, Ablette, Gremille, Carassin, Tanche, Brochet, Saumon atlantique, Rotengle, Brème commune, Carpe cuir, Epinoche, Flet commun, Carpe miroir",25
I,1997,"Chabot, Vairon, Anguille d'Europe, Truite de riviere, Loche franche, Lamproie de planer, Saumon atlantique, Chevaine, Truite de mer, Goujon, Gardon, Lamproie marine, Vandoise, Lamproie de rivière, Perche, Brochet, Tanche, Carpe commune, Gremille, Ablette, Cyprinidés, Brème commune, Sandre, Epinoche, Rotengle, Brème bordelière, Epinochette, Flet commun, Carrassin doré",29
I,1999,"Chabot, Anguille d'Europe, Vairon, Loche franche, Truite de riviere, Lamproie de planer, Truite arc-en-ciel, Chevaine, Truite de mer, Gardon, Epinochette, Goujon, Vandoise, Lamproie de rivière, Perche, Tanche, Rotengle, Brochet, Ablette, Gremille, Carpe commune, Sandre, Brème commune, Saumon atlantique, Able de Heckel, Epinoche, Brème bordelière, Flet commun, Lamproie marine",29
I,2001,"Vairon, Anguille d'Europe, Chabot, Loche franche, Truite de riviere, Ombre commun, Truite arc-en-ciel, Lamproie de planer, Chevaine, Saumon atlantique, Truite de mer, Goujon, Rotengle, Vandoise, Gardon, Perche, Ablette, Brochet, Gremille, Tanche, Carpe commune, Epinoche, Brème commune, Able de Heckel, Brème bordelière, Flet commun, Lamproie marine",27
I,2003,"Chabot, Anguille d'Europe, Truite de riviere, Vairon, Loche franche, Ombre commun, Lamproie de planer, Truite arc-en-ciel, Truite de mer, Chevaine, Goujon, Ablette, Gardon, Vandoise, Perche, Carpe commune, Able de Heckel, Tanche, Brochet, Gremille, Brème commune, Saumon atlantique, Epinoche, Rotengle, Brème bordelière, Flet commun, Lamproie marine",27
I,2005,"Vairon, Chabot, Anguille d'Europe, Lamproie de planer, Truite de riviere, Loche franche, Ombre commun, Carpe agentée, Truite de mer, Goujon, Chevaine, Epinochette, Vandoise, Gardon, Perche, Gremille, Ablette, Tanche, Brochet, Brème commune, Carpe commune, Rotengle, Lamproie marine, Saumon atlantique, Epinoche, Brème bordelière, Able de Heckel, Flet commun",28
I,2007,"Anguille d'Europe, Vairon, Chabot, Lamproie de planer, Truite de riviere, Ombre commun, Loche franche, Truite arc-en-ciel, Truite de mer, Chevaine, Goujon, Epinoche, Vandoise, Epinochette, Gardon, Rotengle, Perche, Ablette, Gremille, Carpe commune, Tanche, Brème commune, Brème bordelière, Brochet, Saumon atlantique, Carpe cuir, Able de Heckel, Sandre, Lamproie marine",29
I,2009,"Anguille d'Europe, Loche franche, Chabot, Lamproie de planer, Truite de riviere, Lamproie indéterminée (genre Lampetra), Vairon, Truite de mer, Chevaine, Gardon, Goujon, Flet commun, Epinoche, Epinochette, Vandoise rostrée, Vandoise, Brochet, Truite arc-en-ciel, Cyprinidés, Ablette, Perche, Rotengle, Gremille, Carpe miroir, Lamproie marine, Tanche, Saumon atlantique, Carpe commune, Brème commune, Sandre, Able de Heckel, Lamproie de rivière",32
I,2011,"Anguille d'Europe, Loche franche, Vairon, Lamproie indéterminée (genre Lampetra), Chabot, Lamproie de planer, Truite de riviere, Epinochette, Truite de mer, Goujon, Chevaine, Rotengle, Brème commune, Gardon, Vandoise rostrée, Perche, Truite arc-en-ciel, Ablette, Vandoise, Brochet, Gremille, Able de Heckel, Saumon atlantique, Lamproie de rivière, Carpe commune, Cyprinidés, Brème bordelière, Tanche, Epinoche, Lamproie marine, Flet commun",31
I,2013,"Chabot, Anguille d'Europe, Truite de riviere, Vairon, Lamproie de planer, Loche franche, Chevaine, Epinochette, Lamproie indéterminée (genre Lampetra), Truite de mer, Goujon, Cyprinidés, Epinoche, Flet commun, Brochet, Pseudorasbora, Perche, Ablette, Vandoise, Gardon, Truite arc-en-ciel, Tanche, Vandoise rostrée, Sandre, Gremille, Saumon atlantique, Brème commune, Carpe commune, Rotengle, Able de Heckel, Brème indéterminée, Brème bordelière, Lamproie marine, Lamproie de rivière",34
I,2015,"Chabot, Vairon, Anguille d'Europe, Lamproie indéterminée (genre Lampetra), Truite de riviere, Ombre commun, Lamproie de planer, Truite de mer, Loche franche, Epinochette, Vandoise, Flet commun, Chevaine, Gobie de sable, Gardon, Epinoche, Bar, Brochet, Goujon, Vandoise rostrée, Perche, Truite arc-en-ciel, Carpe miroir, Carpe commune, Rotengle, Ablette, Gremille, Saumon atlantique, Tanche, Cyprinidés, Brème bordelière, Bouvière, Carrassin doré, Lamproie marine, Lamproie de rivière",35
I,2017,"Chabot, Vairon, Anguille d'Europe, Lamproie indéterminée (genre Lampetra), Truite de riviere, Ombre commun, Lamproie de planer, Loche franche, Epinochette, Epinoche, Truite de mer, Chevaine, Gardon, Bouvière, Gobio sp, Pseudorasbora, Perche, Rotengle, Flet commun, Carassin argente, Vandoise, Brochet, Goujon, Vandoise rostrée, Carpe miroir, Sandre, Gremille, Saumon atlantique, Ablette, Lamproie de rivière, Brème commune, Tanche, Silure glane, Brème bordelière, Carpe commune, Cyprinidés, Brème indéterminée, Mulet porc, Lamproie marine",39
I,2019,"Vairon, Chabot, Anguille d'Europe, Truite de riviere, Lamproie de planer, Lamproie indéterminée (genre Lampetra), Ombre commun, Truite de mer, Loche franche, Chevaine, Rotengle, Epinochette, Flet commun, Gobie de sable, Epinoche, Cyprinidés, Gardon, Pseudorasbora, Perche, Brème bordelière, Goujon, Brochet, Vandoise, Tanche, Able de Heckel, Truite arc-en-ciel, Gremille, Ablette, Lamproie marine, Saumon atlantique, Bouvière, Carpe commune, Lamproie de rivière, Perche soleil",34
J,1991,"Loche franche, Truite de riviere, Lamproie de planer, Anguille d'Europe, Perche, Vairon, Epinochette, Goujon, Chevaine, Ablette, Chabot, Gardon, Lamproie marine, Vandoise, Saumon atlantique, Epinoche, Tanche, Gremille, Brochet, Truite arc-en-ciel, Truite de mer, Perche soleil, Rotengle, Brème commune, Carpe commune, Brème bordelière, Spirlin, Sandre, Poisson chat",29
J,1993,"Lamproie de planer, Truite de riviere, Loche franche, Anguille d'Europe, Perche, Goujon, Chevaine, Gardon, Ablette, Vandoise, Chabot, Vairon, Lamproie marine, Gremille, Saumon atlantique, Perche soleil, Rotengle, Tanche, Epinoche, Brochet, Truite arc-en-ciel, Truite de mer, Brème bordelière, Brème commune, Able de Heckel, Epinochette, Poisson chat, Carpe commune, Sandre",29
J,1995,"Truite de riviere, Loche franche, Lamproie de planer, Perche soleil, Epinochette, Anguille d'Europe, Chevaine, Goujon, Ablette, Gardon, Saumon atlantique, Vairon, Chabot, Vandoise, Brochet, Brème commune, Lamproie marine, Tanche, Flet commun, Carpe cuir, Gremille, Sandre, Perche, Truite arc-en-ciel, Carpe commune, Epinoche, Truite de mer, Rotengle, Cyprinidés, Brème bordelière, Carassin, Poisson chat, Black bass à grande bouche",33
J,1997,"Lamproie de planer, Truite de riviere, Loche franche, Perche soleil, Epinochette, Anguille d'Europe, Truite arc-en-ciel, Goujon, Chevaine, Vairon, Chabot, Vandoise, Saumon atlantique, Gardon, Ablette, Tanche, Flet commun, Rotengle, Gremille, Perche, Sandre, Brème commune, Brochet, Carpe commune, Able de Heckel, Truite de mer, Lamproie marine, Cyprinidés, Brème bordelière, Epinoche, Poisson chat, Black bass à grande bouche",32
J,1999,"Lamproie de planer, Loche franche, Truite de riviere, Perche soleil, Epinochette, Anguille d'Europe, Chevaine, Goujon, Saumon atlantique, Ablette, Vairon, Chabot, Gardon, Vandoise, Perche, Flet commun, Brochet, Truite de mer, Brème bordelière, Tanche, Rotengle, Gremille, Sandre, Truite arc-en-ciel, Lamproie marine, Cyprinidés, Able de Heckel, Epinoche, Brème commune, Poisson chat, Black bass à grande bouche, Carpe commune, Ide melanote",33
J,2001,"Loche franche, Lamproie de planer, Epinochette, Truite de riviere, Perche soleil, Anguille d'Europe, Chevaine, Saumon atlantique, Ablette, Goujon, Vairon, Gardon, Chabot, Truite arc-en-ciel, Vandoise, Perche, Flet commun, Tanche, Rotengle, Brochet, Gremille, Truite de mer, Lamproie marine, Brème commune, Brème bordelière, Able de Heckel, Spirlin, Poisson chat, Sandre, Black bass à grande bouche, Cyprinidés",31
J,2003,"Loche franche, Lamproie de planer, Epinochette, Chevaine, Anguille d'Europe, Vairon, Vandoise, Goujon, Saumon atlantique, Ablette, Chabot, Gardon, Truite de riviere, Lamproie marine, Gremille, Tanche, Flet commun, Brochet, Rotengle, Perche, Sandre, Truite de mer, Brème commune, Brème bordelière, Perche soleil, Able de Heckel, Poisson chat, Black bass à grande bouche, Carpe commune, Carassin argente, Silure glane",31
J,2005,"Loche franche, Lamproie de planer, Epinochette, Anguille d'Europe, Chevaine, Goujon, Vairon, Ablette, Chabot, Saumon atlantique, Gardon, Vandoise, Truite de riviere, Brème commune, Lamproie marine, Truite arc-en-ciel, Tanche, Flet commun, Perche soleil, Brochet, Rotengle, Perche, Gremille, Brème bordelière, Sandre, Able de Heckel, Poisson chat, Cyprinidés, Black bass à grande bouche, Mulet porc, Ide melanote",31
