secteur_hydro_ope,periode,esp_nom_commun,esp_nom_commun_nb
M0,2011,"Goujon, Gardon, Lamproie indéterminée (genre Lampetra), Truite de riviere, Vandoise, Ablette, Bouvière, Chevaine, Perche, Gremille, Brème commune, Tanche, Chabot, Rotengle, Brochet, Vairon, Spirlin, Loche franche, Barbeau fluviatile, Brème bordelière, Anguille d'Europe, Carpe commune, Hotu, Lamproie de planer, Truite arc-en-ciel, Silure glane, Perche soleil, Epinochette, Ombre commun, Sandre, Poisson chat, Carpe agentée, Loche de rivière, Pseudorasbora",34
M0,2013,"Goujon, Truite de riviere, Gardon, Lamproie de planer, Loche franche, Chabot, Perche, Rotengle, Brochet, Brème bordelière, Hotu, Chevaine, Brème commune, Tanche, Gremille, Ablette, Silure glane, Vairon, Spirlin, Barbeau fluviatile, Bouvière, Vandoise rostrée, Anguille d'Europe, Perche soleil, Carpe miroir, Pseudorasbora, Able de Heckel, Epinochette, Hybride brème-gardon, Carassin argente, Lamproie indéterminée (genre Lampetra), Ombre commun, Vandoise, Cyprinidés, Carpe commune, Loche de rivière",36
M0,2015,"Goujon, Chabot, Lamproie de planer, Truite de riviere, Loche franche, Gardon, Bouvière, Chevaine, Rotengle, Ablette, Brème bordelière, Tanche, Epinochette, Perche, Silure glane, Spirlin, Vairon, Barbeau fluviatile, Brème commune, Hotu, Pseudorasbora, Anguille d'Europe, Gremille, Vandoise rostrée, Able de Heckel, Brochet, Carpe commune, Cyprinidés, Carassin argente, Perche soleil, Vandoise, Lamproie indéterminée (genre Lampetra), Ombre commun, Carpe miroir, Truite arc-en-ciel, Hybride brème-gardon",36
M0,2017,"Chabot, Goujon, Loche franche, Truite de riviere, Lamproie indéterminée (genre Lampetra), Lamproie de planer, Epinochette, Bouvière, Gremille, Perche, Gardon, Ablette, Chevaine, Brochet, Anguille d'Europe, Perche soleil, Brème bordelière, Rotengle, Tanche, Silure glane, Spirlin, Vairon, Brème commune, Barbeau fluviatile, Hotu, Carpe commune, Vandoise rostrée, Pseudorasbora, Sandre, Ombre commun, Vandoise, Epinoche, Hybride brème-gardon, Carassin argente, Loche de rivière, Aspe, Carpe miroir",37
M0,2019,"Ablette, Gardon, Bouvière, Perche, Goujon, Brochet, Tanche, Gremille, Silure glane, Chevaine, Lamproie de planer, Chabot, Brème commune, Brème bordelière, Vandoise, Vairon, Barbeau fluviatile, Spirlin, Hotu, Loche franche, Rotengle, Anguille d'Europe, Carpe commune, Truite de riviere, Pseudorasbora, Vandoise rostrée, Perche soleil, Carassin argente, Sandre, Lamproie indéterminée (genre Lampetra), Epinochette, Ombre commun, Epinoche, Loche de rivière, Aspe",35
M1,1993,"Chabot, Truite de riviere, Lamproie de planer, Anguille d'Europe, Loche franche, Epinochette, Perche",7
M1,1995,"Goujon, Vairon, Loche franche, Gardon, Ablette, Perche, Chevaine, Rotengle, Chabot, Vandoise, Anguille d'Europe, Carassin, Epinochette, Bouvière, Truite de riviere, Brochet, Brème bordelière, Tanche, Gremille, Lamproie de planer, Poisson chat, Perche soleil, Sandre, Ide melanote, Brème commune, Hotu, Able de Heckel, Barbeau fluviatile",28
M1,1997,"Vairon, Gardon, Goujon, Perche, Chevaine, Carassin, Bouvière, Loche franche, Chabot, Vandoise, Ablette, Rotengle, Epinochette, Brochet, Anguille d'Europe, Brème bordelière, Carpe commune, Gremille, Brème commune, Truite de riviere, Tanche, Sandre, Barbeau fluviatile, Lamproie de planer, Poisson chat, Perche soleil, Cyprinidés, Hotu, Ide melanote",29
M1,1999,"Gardon, Goujon, Vairon, Loche franche, Chevaine, Chabot, Perche, Ablette, Epinochette, Brème commune, Carassin, Vandoise, Brochet, Anguille d'Europe, Bouvière, Gremille, Brème bordelière, Tanche, Rotengle, Able de Heckel, Truite de riviere, Lamproie de planer, Perche soleil, Poisson chat, Barbeau fluviatile, Hotu, Ide melanote, Sandre",28
M1,2001,"Goujon, Vairon, Gardon, Loche franche, Chevaine, Chabot, Perche, Epinochette, Ablette, Vandoise, Bouvière, Anguille d'Europe, Brème commune, Carassin, Brochet, Brème bordelière, Gremille, Tanche, Perche soleil, Hotu, Rotengle, Truite de riviere, Lamproie de planer, Poisson chat, Carpe commune, Pseudorasbora, Sandre, Spirlin",28
M1,2003,"Goujon, Vairon, Gardon, Loche franche, Vandoise, Chevaine, Ablette, Chabot, Bouvière, Epinochette, Brochet, Perche, Brème commune, Brème bordelière, Rotengle, Anguille d'Europe, Epinoche, Tanche, Hotu, Gremille, Perche soleil, Truite de riviere, Lamproie de planer, Poisson chat, Spirlin, Barbeau fluviatile, Sandre, Carassin, Carpe commune",29
M1,2005,"Goujon, Vairon, Chabot, Gardon, Loche franche, Epinochette, Chevaine, Vandoise, Bouvière, Brème commune, Ablette, Brochet, Perche, Anguille d'Europe, Carassin, Pseudorasbora, Rotengle, Tanche, Gremille, Hotu, Barbeau fluviatile, Sandre, Truite de riviere, Lamproie de planer, Poisson chat, Spirlin, Perche soleil, Brème bordelière, Carpe commune, Black bass à grande bouche, Carpe miroir, Able de Heckel, Ide melanote, Silure glane",34
M1,2007,"Vairon, Goujon, Gardon, Chabot, Loche franche, Epinochette, Chevaine, Vandoise, Brochet, Perche, Poisson chat, Brème commune, Bouvière, Ablette, Anguille d'Europe, Tanche, Gremille, Sandre, Truite de riviere, Lamproie de planer, Perche soleil, Spirlin, Barbeau fluviatile, Carassin argente, Rotengle, Brème bordelière, Hotu, Ide melanote, Silure glane",29
M1,2009,"Vairon, Gardon, Chabot, Loche franche, Chevaine, Perche, Epinochette, Vandoise, Brochet, Goujon, Brème commune, Lamproie de planer, Bouvière, Brème bordelière, Ablette, Anguille d'Europe, Tanche, Gremille, Hybride brème-gardon, Poisson chat, Perche soleil, Rotengle, Pseudorasbora, Truite de riviere, Spirlin, Barbeau fluviatile, Carassin argente, Silure glane, Sandre, Able de Heckel, Carassin, Carpe miroir, Carpe commune, Hotu",34
M1,2011,"Chabot, Epinochette, Loche franche, Vairon, Goujon, Gardon, Vandoise, Brème bordelière, Perche, Chevaine, Brochet, Ablette, Bouvière, Gremille, Anguille d'Europe, Brème commune, Tanche, Sandre, Hotu, Cyprinidés, Carassin, Carpe commune, Hybride brème-gardon, Truite de riviere, Lamproie de planer, Able de Heckel, Poisson chat, Spirlin, Carrassin doré, Barbeau fluviatile, Rotengle, Perche soleil, Pseudorasbora, Silure glane",34
M1,2013,"Chabot, Gardon, Vairon, Epinochette, Goujon, Perche, Loche franche, Vandoise, Brème commune, Rotengle, Chevaine, Brochet, Pseudorasbora, Gremille, Ablette, Able de Heckel, Bouvière, Tanche, Hotu, Anguille d'Europe, Perche soleil, Barbeau fluviatile, Brème bordelière, Truite de riviere, Lamproie de planer, Spirlin, Carassin argente, Poisson chat, Sandre, Carpe commune, Silure glane",31
M1,2015,"Chabot, Vairon, Loche franche, Gardon, Goujon, Perche, Chevaine, Epinochette, Pseudorasbora, Brochet, Brème commune, Vandoise, Gremille, Anguille d'Europe, Brème bordelière, Carpe commune, Rotengle, Bouvière, Ablette, Barbeau fluviatile, Tanche, Able de Heckel, Hotu, Sandre, Truite de riviere, Lamproie de planer, Vandoise rostrée, Spirlin, Perche soleil, Cyprinidés, Carassin argente, Loche de rivière, Silure glane, Poisson chat",34
M1,2017,"Vairon, Loche franche, Goujon, Chabot, Vandoise rostrée, Gardon, Epinochette, Chevaine, Brochet, Perche, Ablette, Rotengle, Bouvière, Brème bordelière, Hotu, Brème commune, Vandoise, Anguille d'Europe, Barbeau fluviatile, Gremille, Sandre, Silure glane, Lamproie de planer, Truite de riviere, Perche soleil, Spirlin, Carassin argente, Carpe commune, Tanche, Pseudorasbora, Poisson chat, Loche de rivière",32
M1,2019,"Gardon, Goujon, Loche franche, Vairon, Chabot, Chevaine, Vandoise, Brochet, Epinochette, Perche, Bouvière, Rotengle, Anguille d'Europe, Perche soleil, Brème commune, Ablette, Pseudorasbora, Brème bordelière, Hotu, Barbeau fluviatile, Vandoise rostrée, Tanche, Gremille, Silure glane, Sandre, Carpe commune, Truite de riviere, Lamproie de planer, Spirlin, Brème indéterminée, Hybride brème-gardon, Carassin argente, Able de Heckel",33
M3,1991,"Vairon, Chabot, Goujon, Truite de riviere, Loche franche, Lamproie de planer",6
M3,1993,"Vairon, Truite de riviere, Goujon, Chabot, Loche franche, Chevaine, Lamproie de planer, Perche, Gardon, Anguille d'Europe, Brème commune, Perche soleil, Brochet, Poisson chat, Rotengle",15
M3,1995,"Vairon, Loche franche, Truite de riviere, Chabot, Goujon, Chevaine, Lamproie de planer, Rotengle, Perche, Gardon, Anguille d'Europe, Vandoise, Perche soleil, Brème commune, Ablette, Poisson chat, Barbeau fluviatile, Brochet, Gremille, Sandre, Carpe commune, Tanche, Brème bordelière",23
M3,1997,"Vairon, Goujon, Truite de riviere, Loche franche, Chabot, Lamproie de planer, Chevaine, Perche, Gardon, Anguille d'Europe, Brème commune, Rotengle, Carpe commune, Perche soleil, Brème bordelière, Poisson chat, Ablette, Sandre, Brochet, Barbeau fluviatile, Tanche, Epinochette, Carassin, Gremille",24
M3,1999,"Vairon, Goujon, Loche franche, Chabot, Truite de riviere, Chevaine, Lamproie de planer, Perche, Gardon, Ablette, Bouvière, Anguille d'Europe, Carassin, Carpe commune, Epinochette, Vandoise, Brème commune, Poisson chat, Perche soleil, Barbeau fluviatile, Rotengle, Brème bordelière, Brochet, Sandre, Tanche",25
M3,2001,"Vairon, Chabot, Goujon, Loche franche, Truite de riviere, Chevaine, Lamproie de planer, Gardon, Barbeau fluviatile, Perche, Bouvière, Anguille d'Europe, Rotengle, Ablette, Truite arc-en-ciel, Epinochette, Spirlin, Brème commune, Poisson chat, Sandre, Perche soleil, Brochet, Carassin, Vandoise, Brème bordelière, Tanche, Gremille",27
M3,2003,"Chabot, Vairon, Truite de riviere, Goujon, Loche franche, Chevaine, Gardon, Lamproie de planer, Anguille d'Europe, Carpe commune, Brème commune, Ablette, Carpe miroir, Epinochette, Bouvière, Spirlin, Perche, Vandoise, Perche soleil, Rotengle, Brème bordelière, Poisson chat, Gremille, Brochet, Sandre, Tanche, Carpe cuir, Barbeau fluviatile, Able de Heckel",29
M3,2005,"Chabot, Vairon, Loche franche, Goujon, Truite de riviere, Chevaine, Lamproie de planer, Gardon, Perche, Bouvière, Anguille d'Europe, Perche soleil, Spirlin, Brème commune, Poisson chat, Ablette, Gremille, Carpe commune, Sandre, Rotengle, Brème bordelière, Tanche, Brochet",23
M3,2007,"Chabot, Truite de riviere, Lamproie de planer, Gardon, Loche franche, Goujon, Vairon, Chevaine, Ablette, Gremille, Spirlin, Barbeau fluviatile, Perche, Brochet, Anguille d'Europe, Perche soleil, Brème bordelière, Tanche, Rotengle, Poisson chat, Pseudorasbora, Bouvière, Carpe commune, Brème commune, Carassin, Sandre, Epinochette, Cyprinidés, Black bass à grande bouche",29
M3,2009,"Chabot, Truite de riviere, Gardon, Lamproie indéterminée (genre Lampetra), Loche franche, Goujon, Vairon, Lamproie de planer, Chevaine, Barbeau fluviatile, Perche, Spirlin, Ablette, Vandoise, Gremille, Brochet, Anguille d'Europe, Rotengle, Perche soleil, Brème bordelière, Carassin, Able de Heckel, Truite arc-en-ciel, Pseudorasbora, Tanche, Brème commune, Bouvière, Epinochette, Poisson chat, Silure glane, Carpe commune, Black bass à grande bouche, Carassin argente",33
M3,2011,"Chabot, Truite de riviere, Lamproie indéterminée (genre Lampetra), Loche franche, Vairon, Goujon, Lamproie de planer, Chevaine, Gardon, Vandoise rostrée, Ablette, Barbeau fluviatile, Vandoise, Spirlin, Gremille, Perche, Brochet, Brème bordelière, Anguille d'Europe, Perche soleil, Silure glane, Sandre, Rotengle, Tanche, Poisson chat, Carpe commune, Epinochette, Epinoche, Bouvière, Able de Heckel, Black bass à grande bouche, Brème commune",32
M3,2013,"Chabot, Truite de riviere, Lamproie de planer, Loche franche, Vairon, Goujon, Lamproie indéterminée (genre Lampetra), Chevaine, Barbeau fluviatile, Gardon, Spirlin, Gremille, Perche, Ablette, Brème commune, Tanche, Anguille d'Europe, Rotengle, Perche soleil, Bouvière, Brochet, Epinochette, Brème bordelière, Pseudorasbora, Silure glane, Poisson chat, Black bass à grande bouche, Carpe commune, Sandre, Carassin argente",30
M3,2015,"Chabot, Truite de riviere, Lamproie indéterminée (genre Lampetra), Loche franche, Vairon, Goujon, Chevaine, Lamproie de planer, Gardon, Spirlin, Cyprinidés, Gremille, Perche, Ablette, Barbeau fluviatile, Brochet, Brème bordelière, Brème commune, Anguille d'Europe, Bouvière, Sandre, Rotengle, Silure glane, Perche soleil, Vandoise rostrée, Tanche, Pseudorasbora, Epinochette, Able de Heckel, Black bass à grande bouche, Poisson chat, Carassin argente, Barbotte brune",33
M3,2017,"Chabot, Truite de riviere, Lamproie indéterminée (genre Lampetra), Lamproie de planer, Loche franche, Vairon, Goujon, Chevaine, Gardon, Barbeau fluviatile, Brème commune, Brochet, Spirlin, Ablette, Gremille, Brème bordelière, Perche, Silure glane, Anguille d'Europe, Tanche, Rotengle, Perche soleil, Carpe miroir, Bouvière, Cyprinidés, Able de Heckel, Epinochette, Sandre, Pseudorasbora, Black bass à grande bouche, Carassin argente",31
M3,2019,"Chabot, Truite de riviere, Lamproie indéterminée (genre Lampetra), Loche franche, Vairon, Goujon, Chevaine, Gardon, Lamproie de planer, Hybride brème-gardon, Brème bordelière, Cyprinidés, Spirlin, Gremille, Barbeau fluviatile, Perche, Ablette, Vandoise rostrée, Brochet, Perche soleil, Anguille d'Europe, Brème commune, Rotengle, Tanche, Carpe commune, Bouvière, Carassin argente, Silure glane, Pseudorasbora, Able de Heckel, Epinochette, Sandre, Carpe miroir, Aspe",34
M4,2009,"Gardon, Goujon, Brème commune, Ablette, Pseudorasbora, Anguille d'Europe, Poisson chat, Perche soleil, Carpe commune, Epinochette, Perche, Bouvière, Chevaine, Silure glane, Brème bordelière, Rotengle, Brochet, Ide melanote, Able de Heckel, Vandoise, Gremille",21
M4,2011,"Goujon, Epinochette, Chevaine, Anguille d'Europe, Perche soleil, Pseudorasbora, Poisson chat, Gardon, Vairon, Ablette, Bouvière, Rotengle, Brème bordelière, Perche, Brochet, Tanche, Brème commune, Aspe",18
M4,2013,"Goujon, Gardon, Carassin argente, Pseudorasbora, Chevaine, Anguille d'Europe, Poisson chat, Epinoche, Ablette, Brème commune, Bouvière, Perche soleil, Rotengle, Perche, Gremille, Tanche, Spirlin, Brème bordelière, Brochet",19
M4,2015,"Goujon, Gardon, Epinochette, Pseudorasbora, Chevaine, Anguille d'Europe, Brème commune, Able de Heckel, Rotengle, Poisson chat, Bouvière, Ablette, Perche, Perche soleil, Barbotte brune, Brochet, Tanche, Brème bordelière, Mulet porc, Gremille",20
M4,2017,"Gardon, Goujon, Pseudorasbora, Epinochette, Anguille d'Europe, Poisson chat, Chevaine, Brème commune, Perche soleil, Carpe miroir, Carpe commune, Ablette, Bouvière, Perche, Rotengle, Loche de rivière, Brochet, Gremille",18
M4,2019,"Epinochette, Chevaine, Goujon, Pseudorasbora, Perche, Anguille d'Europe, Carpe commune, Perche soleil, Gardon, Ablette, Brème indéterminée, Rotengle, Bouvière, Brème commune, Brochet, Brème bordelière, Ide melanote, Tanche, Gremille, Sandre, Carassin argente",21
M5,1993,"Perche, Perche soleil, Tanche",3
M5,1995,"Gardon, Perche, Vairon, Loche franche, Ablette, Perche soleil, Brème bordelière, Tanche, Chevaine, Sandre, Anguille d'Europe, Brème commune, Gremille, Carpe commune, Epinochette, Goujon, Epinoche, Brochet, Carassin, Chabot",20
M5,1997,"Gardon, Perche, Loche franche, Vairon, Perche soleil, Tanche, Chevaine, Epinochette, Sandre, Anguille d'Europe, Brème commune, Brochet, Carpe commune, Carassin argente, Goujon, Ablette",16
M5,1999,"Gardon, Vairon, Loche franche, Chevaine, Brème commune, Perche soleil, Carpe commune, Epinochette, Poisson chat, Carassin, Able de Heckel, Tanche, Goujon, Brème bordelière, Rotengle, Ablette, Perche, Anguille d'Europe, Truite de riviere, Vandoise, Bouvière, Spirlin, Barbeau fluviatile, Sandre, Brochet, Hotu, Flet commun, Gremille, Lamproie marine, Alose feinte, Ide melanote, Silure glane",32
M5,2001,"Gardon, Vairon, Loche franche, Perche soleil, Chevaine, Anguille d'Europe, Brème bordelière, Carassin, Poisson chat, Goujon, Carpe commune, Perche, Tanche, Brème commune, Rotengle, Epinochette, Brochet, Sandre, Ablette, Chabot, Carpe miroir, Bouvière, Barbeau fluviatile, Spirlin, Lamproie marine, Silure glane, Hotu, Vandoise, Gremille",29
M5,2003,"Gardon, Bouvière, Perche, Poisson chat, Perche soleil, Tanche, Loche franche, Anguille d'Europe, Sandre, Chevaine, Goujon, Able de Heckel, Brème commune, Brème bordelière, Carpe commune, Carassin, Carpe cuir, Rotengle, Vairon, Ablette, Epinochette, Chabot, Spirlin, Barbeau fluviatile, Silure glane, Vandoise, Brochet, Hotu, Lamproie marine, Loche de rivière, Gremille, Pseudorasbora, Flet commun, Ide melanote",34
M5,2005,"Gardon, Bouvière, Brème bordelière, Black bass à grande bouche, Poisson chat, Anguille d'Europe, Tanche, Perche soleil, Perche, Brochet, Brème commune, Loche franche, Sandre, Chevaine, Goujon, Vairon, Chabot, Ablette, Carpe commune, Spirlin, Barbeau fluviatile, Hotu, Vandoise, Pseudorasbora, Mulet porc, Gremille, Flet commun, Silure glane, Able de Heckel, Lamproie de rivière, Rotengle",31
M5,2007,"Gardon, Poisson chat, Loche franche, Anguille d'Europe, Perche soleil, Perche, Bouvière, Goujon, Rotengle, Vairon, Brochet, Chevaine, Brème bordelière, Tanche, Brème commune, Sandre, Black bass à grande bouche, Carpe commune, Chabot, Ablette, Spirlin, Barbeau fluviatile, Pseudorasbora, Gremille, Hotu, Mulet porc, Flet commun, Silure glane",28
M5,2009,"Chevaine, Gardon, Bouvière, Goujon, Anguille d'Europe, Poisson chat, Rotengle, Loche franche, Tanche, Perche, Brème bordelière, Carpe miroir, Sandre, Perche soleil, Brochet, Vairon, Chabot, Ablette, Spirlin, Barbeau fluviatile, Gremille, Vandoise, Ide melanote, Aspe, Flet commun, Silure glane, Mulet porc",27
M5,2011,"Gardon, Brème commune, Tanche, Chevaine, Goujon, Bouvière, Poisson chat, Anguille d'Europe, Brème bordelière, Perche, Perche soleil, Loche franche, Carpe commune, Rotengle, Vairon, Chabot, Truite de riviere, Ablette, Pseudorasbora, Spirlin, Barbeau fluviatile, Gremille, Vandoise, Mulet porc, Silure glane, Hotu, Ide melanote, Sandre, Lamproie marine",29
M5,2013,"Goujon, Gardon, Perche soleil, Anguille d'Europe, Chevaine, Perche, Loche franche, Brème bordelière, Tanche, Rotengle, Brochet, Poisson chat, Epinochette, Vairon, Chabot, Bouvière, Able de Heckel, Carpe commune, Gremille, Ablette, Spirlin, Barbeau fluviatile, Lamproie de planer, Lamproie marine, Pseudorasbora, Silure glane, Lamproie de rivière, Brème commune, Hotu, Flet commun, Vandoise rostrée, Aspe, Mulet porc",33
M5,2015,"Poisson chat, Gardon, Bouvière, Goujon, Rotengle, Chevaine, Brème bordelière, Perche soleil, Anguille d'Europe, Loche franche, Tanche, Perche, Brochet, Vairon, Chabot, Truite de riviere, Ablette, Brème commune, Able de Heckel, Gremille, Spirlin, Barbeau fluviatile, Hotu, Vandoise rostrée, Aspe, Ide melanote, Pseudorasbora, Mulet porc, Silure glane, Lamproie de rivière, Lamproie marine",31
M5,2017,"Goujon, Bouvière, Perche, Gardon, Brème commune, Chevaine, Loche franche, Poisson chat, Perche soleil, Tanche, Brochet, Epinochette, Anguille d'Europe, Able de Heckel, Brème bordelière, Hybride brème-gardon, Vairon, Chabot, Ablette, Gremille, Rotengle, Barbeau fluviatile, Spirlin, Silure glane, Lamproie indéterminée (genre Lampetra), Lamproie marine, Aspe, Vandoise rostrée, Carpe commune, Lamproie de planer, Hotu, Loche de rivière",32
M5,2019,"Gardon, Bouvière, Chevaine, Goujon, Loche franche, Perche, Anguille d'Europe, Rotengle, Brochet, Brème commune, Poisson chat, Ablette, Carassin argente, Brème bordelière, Hybride brème-gardon, Vairon, Chabot, Gremille, Perche soleil, Sandre, Tanche, Barbeau fluviatile, Spirlin, Lamproie indéterminée (genre Lampetra), Lamproie de rivière, Lamproie marine, Aspe, Hotu, Pseudorasbora, Silure glane",30
M6,1995,"Vairon, Chevaine, Anguille d'Europe, Lamproie de planer, Goujon, Gardon, Loche franche, Truite de riviere, Perche soleil, Brochet, Brème commune, Poisson chat, Carassin",13
M6,1997,"Vairon, Loche franche, Chevaine, Goujon, Anguille d'Europe, Truite de riviere, Lamproie de planer, Perche soleil, Poisson chat, Brochet",10
M6,1999,"Vairon, Chevaine, Anguille d'Europe, Poisson chat, Goujon, Perche soleil, Lamproie de planer, Loche franche, Brème commune, Gardon, Perche, Truite de riviere, Ablette, Carassin",14
M6,2001,"Vairon, Chevaine, Anguille d'Europe, Goujon, Lamproie de planer, Poisson chat, Loche franche, Perche soleil, Epinochette, Gardon, Brème commune, Truite de riviere",12
M6,2003,"Vairon, Anguille d'Europe, Loche franche, Chevaine, Goujon, Gardon, Lamproie de planer, Truite de riviere, Epinochette, Perche soleil, Brochet, Poisson chat, Brème commune, Perche, Vandoise, Chabot, Brème bordelière",17
M6,2005,"Loche franche, Lamproie de planer, Chabot, Gardon, Anguille d'Europe, Perche soleil, Vairon, Epinoche, Perche, Goujon, Chevaine, Brème bordelière, Poisson chat, Truite de riviere, Brochet",15
M6,2007,"Loche franche, Lamproie de planer, Chabot, Perche soleil, Anguille d'Europe, Vairon, Poisson chat, Gardon, Perche, Chevaine, Brème bordelière, Bouvière, Ablette, Cyprinidés, Vandoise, Sandre, Goujon, Brème commune",18
M6,2009,"Gardon, Poisson chat, Perche, Anguille d'Europe, Perche soleil, Bouvière, Ablette, Chevaine, Brème commune, Rotengle, Loche franche, Vairon, Goujon, Vandoise, Carpe commune, Ide melanote, Chabot, Lamproie de planer, Brème bordelière, Carassin argente, Truite de riviere",21
M6,2011,"Gardon, Perche, Anguille d'Europe, Bouvière, Chevaine, Ablette, Poisson chat, Perche soleil, Loche franche, Brochet, Tanche, Vairon, Vandoise, Goujon, Brème bordelière, Chabot, Lamproie de planer, Brème commune, Rotengle, Truite de riviere, Epinochette",21
M6,2013,"Gardon, Ablette, Bouvière, Chevaine, Anguille d'Europe, Perche, Brème commune, Rotengle, Able de Heckel, Goujon, Loche franche, Brème bordelière, Tanche, Brochet, Sandre, Silure glane, Vairon, Ide melanote, Vandoise rostrée, Gremille, Chabot, Lamproie de planer, Perche soleil, Truite de riviere",24
M6,2015,"Gardon, Ablette, Anguille d'Europe, Brème bordelière, Chevaine, Bouvière, Perche, Perche soleil, Brème commune, Rotengle, Sandre, Goujon, Brochet, Silure glane, Vairon, Loche franche, Vandoise rostrée, Cyprinidés, Ide melanote, Flet commun, Chabot, Lamproie de planer, Carassin, Truite de riviere",24
M6,2017,"Gardon, Perche, Chevaine, Anguille d'Europe, Ablette, Bouvière, Perche soleil, Loche franche, Vairon, Able de Heckel, Pseudorasbora, Goujon, Poisson chat, Flet commun, Chabot, Lamproie de planer, Vandoise rostrée, Truite de riviere, Brème bordelière, Brème commune, Brochet",21
M6,2019,"Gardon, Perche, Perche soleil, Chevaine, Anguille d'Europe, Brème commune, Bouvière, Rotengle, Tanche, Able de Heckel, Brème indéterminée, Ablette, Brochet, Silure glane, Vairon, Loche franche, Goujon, Chabot, Lamproie de planer, Epinochette, Vandoise rostrée, Brème bordelière, Poisson chat, Truite de riviere",24
M7,1993,"Gardon, Chevaine, Perche soleil, Goujon, Gremille, Brème bordelière, Anguille d'Europe, Brème commune, Ablette, Perche, Bouvière, Brochet, Sandre, Vandoise, Rotengle",15
M7,1995,"Gardon, Chevaine, Perche, Anguille d'Europe, Perche soleil, Brème bordelière, Goujon, Rotengle, Loche franche, Vairon, Bouvière, Brème commune, Ablette, Brochet, Gremille, Tanche, Poisson chat",17
M7,1997,"Gardon, Chevaine, Perche soleil, Perche, Anguille d'Europe, Brème bordelière, Bouvière, Goujon, Brochet, Brème commune, Able de Heckel, Gremille, Sandre, Carpe commune, Tanche",15
M7,1999,"Able de Heckel, Gardon, Chevaine, Perche soleil, Goujon, Bouvière, Perche, Brème bordelière, Brème commune, Brochet, Carpe commune, Anguille d'Europe, Ablette, Gremille, Sandre, Rotengle, Vandoise, Tanche",18
M7,2001,"Bouvière, Chevaine, Brème bordelière, Gardon, Goujon, Ablette, Able de Heckel, Perche soleil, Perche, Anguille d'Europe, Gremille, Brème commune, Brochet, Silure glane, Rotengle, Loche franche, Tanche, Vandoise",18
M7,2003,"Chevaine, Gardon, Vandoise, Perche, Perche soleil, Bouvière, Gremille, Goujon, Anguille d'Europe, Brème bordelière, Sandre, Ablette, Brochet, Cyprinidés, Brème commune, Able de Heckel, Rotengle, Loche franche, Vairon, Carassin",20
M7,2005,"Brème commune, Gardon, Perche soleil, Chevaine, Perche, Goujon, Brème bordelière, Anguille d'Europe, Ablette, Gremille, Brochet, Carpe miroir, Carpe commune, Able de Heckel, Tanche, Sandre, Silure glane, Vandoise, Loche franche, Vairon",20
M7,2007,"Perche soleil, Cyprinidés, Gardon, Chevaine, Perche, Anguille d'Europe, Brème bordelière, Ablette, Brochet, Sandre, Silure glane, Brème commune, Carassin, Gremille, Rotengle, Tanche, Goujon, Bouvière, Able de Heckel, Loche franche, Poisson chat, Vairon",22
M7,2009,"Poisson chat, Ablette, Brème commune, Gardon, Perche soleil, Brème bordelière, Rotengle, Sandre, Chevaine, Perche, Anguille d'Europe, Goujon, Gremille, Lamproie de planer, Loche franche, Vandoise, Carpe commune, Black bass à grande bouche, Chabot, Carassin, Cyprinidés, Brochet, Tanche, Carpe miroir, Silure glane, Vairon, Bouvière, Able de Heckel",28
M7,2011,"Poisson chat, Perche, Perche soleil, Ablette, Brème commune, Gremille, Gardon, Rotengle, Carpe commune, Anguille d'Europe, Lamproie de planer, Vandoise, Loche franche, Goujon, Chabot, Chevaine, Brème bordelière, Able de Heckel, Brochet, Carassin, Sandre, Carassin argente, Silure glane, Vairon, Bouvière, Tanche, Vandoise rostrée, Black bass à grande bouche",28
M7,2013,"Gardon, Gremille, Perche, Poisson chat, Perche soleil, Brème commune, Carpe commune, Rotengle, Brème bordelière, Carpe miroir, Goujon, Vandoise rostrée, Chevaine, Loche franche, Anguille d'Europe, Chabot, Lamproie de planer, Ablette, Able de Heckel, Sandre, Silure glane, Carassin argente, Brochet, Vairon, Bouvière, Cyprinidés, Tanche, Black bass à grande bouche",28
M7,2015,"Gardon, Perche, Perche soleil, Gremille, Chevaine, Rotengle, Ablette, Brème commune, Brème bordelière, Carpe miroir, Brochet, Sandre, Lamproie de planer, Loche franche, Chabot, Vandoise rostrée, Anguille d'Europe, Goujon, Able de Heckel, Bouvière, Carassin, Carpe commune, Cyprinidés, Carpe cuir, Silure glane, Vairon, Tanche, Truite arc-en-ciel, Black bass à grande bouche",29
M7,2017,"Ablette, Goujon, Chevaine, Anguille d'Europe, Pseudorasbora, Gardon, Perche soleil, Brème commune, Carpe miroir, Perche, Silure glane, Lamproie de planer, Loche franche, Chabot, Carassin argente, Rotengle, Bouvière, Brème bordelière, Vandoise rostrée, Gremille, Carassin, Able de Heckel, Tanche, Brochet, Cyprinidés, Carpe commune, Vairon, Sandre, Black bass à grande bouche",29
M7,2019,"Gardon, Perche, Goujon, Chevaine, Perche soleil, Ablette, Brème bordelière, Rotengle, Pseudorasbora, Vandoise rostrée, Anguille d'Europe, Black bass à grande bouche, Brème commune, Gremille, Carpe commune, Bouvière, Lamproie de planer, Loche franche, Chabot, Silure glane, Sandre, Carassin argente, Brochet, Vairon, Tanche, Epinochette",26
M8,2009,"Gardon, Perche soleil, Anguille d'Europe, Perche, Rotengle",5
